Date,Platform,Region,Age_Group,Device_Type,Content_Type,Followers,Likes,Comments,Shares,Impressions,Reach,Clicks,Engagement_Rate,Growth_Rate,Hashtag,Post_ID
2024-01-15,Facebook,UAE,18-24,Android,Video,64138,15669,1197,1013,1281913,685927,2127,13.03,5.59,#Marketing,439
2024-04-23,YouTube,UK,13-18,Web,Short,10901,1917,4642,1200,412250,233295,2978,6.14,8.89,#Reels,440
2024-05-08,YouTube,UAE,55+,iOS,Image,106398,15959,2852,2244,1747832,21757,212,14.95,4.91,#Viral,441
2025-04-25,Facebook,Australia,55+,Android,Image,118008,12810,2578,1427,202012,823778,1989,8.56,9.14,#Trending,442
2024-05-10,TikTok,UAE,25-34,Web,Reel,198438,8196,3453,1886,1725964,1749098,4909,11.1,8.05,#Trending,443
2025-05-01,TikTok,UK,55+,iOS,Short,176722,12977,4725,58,1769538,1155323,3703,0.7,1.78,#Digital,444
2024-02-07,Instagram,Australia,18-24,Android,Carousel,193108,19042,3314,458,1847336,871041,115,3.34,5.1,#Tech,445
2025-03-07,TikTok,Australia,55+,Android,Image,184437,14725,4783,474,1364782,1618316,1509,10.67,6.44,#Viral,446
2024-03-03,Instagram,UAE,25-34,Tablet,Image,73835,18426,4790,1303,127377,1144712,2692,8.6,4.03,#Trending,447
2025-03-21,Twitter,UAE,25-34,Web,Reel,15210,15919,1537,1233,1740689,1588609,2964,5.37,5.28,#Shorts,448
2024-01-15,TikTok,UK,55+,Android,Short,145812,9385,3196,802,649053,734520,960,12.17,9.51,#Shorts,449
2024-03-02,LinkedIn,UK,25-34,Android,Carousel,114811,6376,2467,1403,35476,686387,4433,16.49,11.49,#Tech,450
2025-01-15,Instagram,Canada,45-54,Android,Video,44122,9451,4196,62,1830027,689929,897,18.74,7.89,#AI,451
2024-12-27,LinkedIn,USA,25-34,iOS,Reel,62705,7880,106,153,904026,722491,3937,13.89,5.82,#Marketing,452
2024-03-22,YouTube,UAE,45-54,Tablet,Image,74368,6453,911,1601,1899766,1668556,700,6.8,1.7,#AI,453
2024-02-07,Facebook,USA,25-34,Android,Video,19259,1770,2288,799,143070,765281,3581,9.71,1.97,#Viral,454
2024-08-10,Twitter,UAE,45-54,Android,Short,149566,6273,3006,2314,986491,351375,800,3.9,0.74,#Trending,455
2025-02-07,Instagram,Australia,25-34,Tablet,Reel,123243,19149,4758,2525,1046016,223317,2661,5.79,2.84,#Reels,456
2025-03-18,Twitter,Canada,18-24,Web,Carousel,56480,7973,3394,2198,301550,1544745,807,15.59,2.89,#Tech,457
2024-01-07,LinkedIn,UK,35-44,Tablet,Image,128004,1636,307,1215,1201414,230931,3606,19.36,2.5,#AI,458
2024-12-22,TikTok,UK,35-44,Tablet,Image,100641,9624,4256,2549,499375,1705118,2561,14.22,11.38,#Reels,459
2025-04-19,TikTok,Australia,13-18,Android,Carousel,12260,17175,4128,166,1297371,263568,4791,6.38,5.68,#Tech,460
2024-03-12,Facebook,Canada,25-34,Android,Image,126016,19859,188,1149,1249681,145677,3093,12.63,7.79,#Trending,461
2024-11-29,LinkedIn,Australia,13-18,Tablet,Video,9994,16318,260,2907,1028399,253307,3692,18.24,2.92,#Digital,462
2024-08-29,Twitter,USA,18-24,Android,Short,98677,17754,3269,2437,1826918,106059,2225,4.5,6.94,#Trending,463
2024-11-30,YouTube,UK,45-54,Tablet,Image,11669,1365,4074,837,1163401,28842,3892,19.67,9.71,#Tech,464
2025-03-30,TikTok,Canada,55+,Android,Reel,51028,1079,3129,715,1652738,418675,4802,17.67,2.38,#Shorts,465
2024-08-12,YouTube,UK,25-34,iOS,Video,29043,16925,2097,1449,608612,886950,3875,15.51,8.38,#Shorts,466
2024-02-21,LinkedIn,Australia,18-24,Android,Reel,189351,16679,1006,361,86992,1023349,2363,4.16,6.27,#Reels,467
2024-12-19,Facebook,Canada,13-18,Web,Short,35265,3125,880,687,1110255,524449,3011,5.02,5.58,#Trending,468
2024-09-16,LinkedIn,UAE,25-34,iOS,Short,81846,15836,72,2658,1533509,1431571,1489,13.88,6.39,#Reels,469
2024-05-08,Instagram,USA,35-44,Tablet,Image,104558,14725,3964,1639,1944946,704242,391,4.6,8.08,#Viral,470
2024-04-14,Facebook,UAE,18-24,Android,Image,195905,17708,2667,840,669239,1761546,2528,12.46,7.68,#Digital,471
2024-05-06,Facebook,Canada,25-34,Tablet,Image,111334,10636,4430,2697,1825520,1656285,159,9.5,9.53,#Reels,472
2024-05-06,LinkedIn,Australia,55+,Web,Video,126844,2504,2790,533,1631980,1668484,1316,8.23,0.38,#Tech,473
2024-11-29,Facebook,UK,55+,Tablet,Reel,22443,19939,4642,1718,679001,136856,1387,5.95,10.46,#Tech,474
2024-04-04,YouTube,Australia,18-24,Web,Carousel,23715,4232,1222,1052,258542,688523,3247,6.07,5.13,#Reels,475
2024-06-14,Twitter,Canada,25-34,iOS,Video,29796,7180,995,1998,1409714,188950,1505,16.79,11.24,#Viral,476
2024-04-23,YouTube,UAE,13-18,Web,Carousel,51203,18139,110,2673,1158565,1099887,4681,5.1,8.39,#Tech,477
2024-02-22,Facebook,Canada,25-34,iOS,Carousel,133284,3757,1746,2858,1478532,1128496,1690,17.64,9.54,#Reels,478
2024-12-05,Twitter,UAE,35-44,Web,Carousel,39179,18328,3759,316,1208872,237246,1547,7.65,11.84,#Trending,479
2024-09-15,Instagram,Australia,18-24,iOS,Image,192230,2184,1247,2660,1088293,1315804,3051,11.6,2.06,#Viral,480
2025-04-27,LinkedIn,USA,13-18,Web,Carousel,10049,4010,1993,664,1633444,643512,4002,14.3,4.61,#AI,481
2025-05-08,TikTok,USA,18-24,iOS,Reel,22781,1065,2481,1874,962553,75346,4998,3.49,9.43,#Shorts,482
2024-08-12,Facebook,India,55+,Android,Image,109071,6134,1580,382,599640,669127,1508,19.23,7.88,#Reels,483
2024-01-15,LinkedIn,India,18-24,iOS,Reel,62541,1490,85,2542,1497955,1355243,401,15.49,6.36,#AI,484
2024-01-03,TikTok,UAE,13-18,Tablet,Short,52590,736,174,224,1285716,54811,3338,14.28,9.1,#Shorts,485
2024-12-13,Twitter,UK,55+,Android,Reel,95700,16931,1791,1483,285005,849934,3420,18.46,9.76,#Reels,486
2025-04-19,LinkedIn,UK,45-54,Web,Carousel,149290,12234,2078,2494,1679513,1045947,385,4.19,6.18,#Trending,487
2025-01-01,TikTok,UK,25-34,iOS,Short,180039,8098,3701,1472,72747,1486951,4737,13.88,9.03,#Shorts,488
2024-08-26,Facebook,UK,55+,iOS,Carousel,73771,6718,4465,474,390415,63281,4051,6.87,7.06,#Shorts,489
2024-06-09,Facebook,India,25-34,iOS,Video,93341,4282,2687,1160,1706575,405691,4511,11.78,2.77,#Trending,490
2025-04-11,YouTube,USA,35-44,Web,Carousel,108035,277,104,2933,783356,1073370,4702,17.7,4.72,#Tech,491
2025-03-15,LinkedIn,UAE,25-34,Tablet,Short,30384,7043,1121,2784,340933,975777,484,19.69,8.84,#Reels,492
2025-01-12,LinkedIn,UK,35-44,Web,Carousel,159149,10157,3956,817,938076,1323691,1175,9.84,11.28,#Shorts,493
2024-10-15,YouTube,UAE,55+,iOS,Short,123371,13437,1401,991,1296663,70767,772,8.89,9.62,#Viral,494
2025-02-18,YouTube,India,45-54,Android,Video,118661,8154,3780,2837,144951,1234976,4119,2.34,5.67,#Digital,495
2024-09-16,TikTok,USA,55+,iOS,Carousel,38396,12952,1454,844,431932,1667312,2683,1.02,0.66,#Digital,496
2024-08-11,LinkedIn,USA,55+,Android,Short,165148,1507,4378,374,1646946,26049,4781,3.02,0.9,#Shorts,497
2024-08-21,Twitter,USA,55+,iOS,Short,156111,4546,2789,1019,1590986,278403,3417,1.17,2.87,#Tech,498
2024-08-07,Twitter,UAE,25-34,Tablet,Short,120917,12333,4468,255,1888678,764840,1506,15.94,5.36,#Trending,499
2024-09-04,Instagram,India,55+,Tablet,Short,107619,6997,1142,166,870751,862186,3925,5.83,2.92,#Reels,500
